country_name_short,party_id,party_name_short,fb_page_created,month,fb_posts_n_monthly,fb_videos_n_monthly,fb_images_n_monthly
AUS,1253,ALP,2010-02-05,2010-02-01,12,0,0
AUS,1253,ALP,2010-02-05,2010-03-01,22,2,0
AUS,1253,ALP,2010-02-05,2010-04-01,20,1,0
AUS,1253,ALP,2010-02-05,2010-05-01,25,0,0
AUS,1253,ALP,2010-02-05,2010-06-01,24,0,0
AUS,1253,ALP,2010-02-05,2010-07-01,51,6,0
AUS,1253,ALP,2010-02-05,2010-08-01,71,11,0
AUS,1253,ALP,2010-02-05,2010-09-01,18,2,0
AUS,1253,ALP,2010-02-05,2010-10-01,31,7,0
AUS,1253,ALP,2010-02-05,2010-11-01,37,7,0
AUS,1253,ALP,2010-02-05,2010-12-01,17,3,0
AUS,1253,ALP,2010-02-05,2011-01-01,7,0,0
AUS,1253,ALP,2010-02-05,2011-02-01,20,3,0
AUS,1253,ALP,2010-02-05,2011-03-01,31,0,0
AUS,1253,ALP,2010-02-05,2011-04-01,24,0,0
AUS,1253,ALP,2010-02-05,2011-05-01,29,0,3
AUS,1253,ALP,2010-02-05,2011-06-01,22,0,0
AUS,1253,ALP,2010-02-05,2011-07-01,44,0,1
AUS,1253,ALP,2010-02-05,2011-08-01,19,0,0
AUS,1253,ALP,2010-02-05,2011-09-01,31,0,0
AUS,1253,ALP,2010-02-05,2011-10-01,27,0,0
AUS,1253,ALP,2010-02-05,2011-11-01,23,0,0
AUS,1253,ALP,2010-02-05,2011-12-01,24,0,2
AUS,1253,ALP,2010-02-05,2012-01-01,20,0,0
AUS,1253,ALP,2010-02-05,2012-02-01,49,0,6
AUS,1253,ALP,2010-02-05,2012-03-01,39,0,1
AUS,1253,ALP,2010-02-05,2012-04-01,14,0,2
AUS,1253,ALP,2010-02-05,2012-05-01,14,1,5
AUS,1253,ALP,2010-02-05,2012-06-01,10,0,2
AUS,1253,ALP,2010-02-05,2012-07-01,8,0,2
AUS,1253,ALP,2010-02-05,2012-08-01,7,0,2
AUS,1253,ALP,2010-02-05,2012-09-01,6,0,2
AUS,1253,ALP,2010-02-05,2012-10-01,7,0,2
AUS,1253,ALP,2010-02-05,2012-11-01,9,1,3
AUS,1253,ALP,2010-02-05,2012-12-01,3,0,1
AUS,1253,ALP,2010-02-05,2013-01-01,12,0,5
AUS,1253,ALP,2010-02-05,2013-02-01,12,1,10
AUS,1253,ALP,2010-02-05,2013-03-01,27,1,18
AUS,1253,ALP,2010-02-05,2013-04-01,19,0,13
AUS,1253,ALP,2010-02-05,2013-05-01,22,1,12
AUS,1253,ALP,2010-02-05,2013-06-01,14,0,2
AUS,1253,ALP,2010-02-05,2013-07-01,20,0,13
AUS,1253,ALP,2010-02-05,2013-08-01,29,8,11
AUS,1253,ALP,2010-02-05,2013-09-01,7,0,0
AUS,1253,ALP,2010-02-05,2013-10-01,17,0,5
AUS,1253,ALP,2010-02-05,2013-11-01,16,1,6
AUS,1253,ALP,2010-02-05,2013-12-01,21,1,9
AUS,1253,ALP,2010-02-05,2014-01-01,20,0,10
AUS,1253,ALP,2010-02-05,2014-02-01,28,2,14
AUS,1253,ALP,2010-02-05,2014-03-01,29,1,10
AUS,1253,ALP,2010-02-05,2014-04-01,21,2,9
AUS,1253,ALP,2010-02-05,2014-05-01,37,3,20
AUS,1253,ALP,2010-02-05,2014-06-01,28,3,12
AUS,1253,ALP,2010-02-05,2014-07-01,29,3,17
AUS,1253,ALP,2010-02-05,2014-08-01,30,7,15
AUS,1253,ALP,2010-02-05,2014-09-01,29,5,10
AUS,1253,ALP,2010-02-05,2014-10-01,32,10,7
AUS,1253,ALP,2010-02-05,2014-11-01,33,9,7
AUS,1253,ALP,2010-02-05,2014-12-01,24,6,4
AUS,1253,ALP,2010-02-05,2015-01-01,35,11,2
AUS,1253,ALP,2010-02-05,2015-02-01,54,21,3
AUS,1253,ALP,2010-02-05,2015-03-01,55,23,3
AUS,1253,ALP,2010-02-05,2015-04-01,66,12,11
AUS,1253,ALP,2010-02-05,2015-05-01,123,38,36
AUS,1253,ALP,2010-02-05,2015-06-01,131,32,23
AUS,1253,ALP,2010-02-05,2015-07-01,179,40,20
AUS,1253,ALP,2010-02-05,2015-08-01,144,31,22
AUS,1253,ALP,2010-02-05,2015-09-01,134,38,13
AUS,1253,ALP,2010-02-05,2015-10-01,108,15,21
AUS,1253,ALP,2010-02-05,2015-11-01,98,20,18
AUS,1253,ALP,2010-02-05,2015-12-01,85,15,19
AUS,1253,ALP,2010-02-05,2016-01-01,54,11,14
AUS,1253,ALP,2010-02-05,2016-02-01,66,24,21
AUS,1253,ALP,2010-02-05,2016-03-01,75,16,24
AUS,1253,ALP,2010-02-05,2016-04-01,53,20,20
AUS,1253,ALP,2010-02-05,2016-05-01,162,75,60
AUS,1253,ALP,2010-02-05,2016-06-01,274,140,67
AUS,1253,ALP,2010-02-05,2016-07-01,60,24,20
AUS,1253,ALP,2010-02-05,2016-08-01,37,14,13
AUS,1253,ALP,2010-02-05,2016-09-01,36,11,8
AUS,1253,ALP,2010-02-05,2016-10-01,41,16,14
AUS,1253,ALP,2010-02-05,2016-11-01,21,10,5
AUS,1253,ALP,2010-02-05,2016-12-01,15,5,6
AUS,1253,ALP,2010-02-05,2017-01-01,7,2,3
AUS,1253,ALP,2010-02-05,2017-02-01,46,15,22
AUS,1253,ALP,2010-02-05,2017-03-01,48,30,13
AUS,1253,ALP,2010-02-05,2017-04-01,31,12,13
AUS,1253,ALP,2010-02-05,2017-05-01,59,25,24
AUS,1253,ALP,2010-02-05,2017-06-01,47,20,22
AUS,1253,ALP,2010-02-05,2017-07-01,37,15,14
AUS,1253,ALP,2010-02-05,2017-08-01,63,20,18
AUS,1253,ALP,2010-02-05,2017-09-01,73,25,33
AUS,1253,ALP,2010-02-05,2017-10-01,66,18,32
AUS,1253,ALP,2010-02-05,2017-11-01,50,25,10
AUS,1253,ALP,2010-02-05,2017-12-01,32,13,11
AUS,1253,ALP,2010-02-05,2018-01-01,25,8,8
AUS,1253,ALP,2010-02-05,2018-02-01,39,19,13
AUS,1253,ALP,2010-02-05,2018-03-01,26,10,10
AUS,1253,ALP,2010-02-05,2018-04-01,65,21,29
AUS,1253,ALP,2010-02-05,2018-05-01,105,37,41
AUS,1253,ALP,2010-02-05,2018-06-01,66,30,20
AUS,1253,ALP,2010-02-05,2018-07-01,68,21,24
AUS,1253,ALP,2010-02-05,2018-08-01,73,26,13
AUS,1253,ALP,2010-02-05,2018-09-01,80,21,28
AUS,1253,ALP,2010-02-05,2018-10-01,95,30,26
AUS,1253,ALP,2010-02-05,2018-11-01,82,20,27
AUS,1253,ALP,2010-02-05,2018-12-01,80,24,28
AUS,1253,ALP,2010-02-05,2019-01-01,65,22,20
AUS,1253,ALP,2010-02-05,2019-02-01,103,20,29
AUS,1253,ALP,2010-02-05,2019-03-01,125,28,37
AUS,1253,ALP,2010-02-05,2019-04-01,236,96,85
AUS,1253,ALP,2010-02-05,2019-05-01,225,86,91
AUS,1253,ALP,2010-02-05,2019-06-01,51,10,15
AUS,1253,ALP,2010-02-05,2019-07-01,71,2,12
AUS,1253,ALP,2010-02-05,2019-08-01,53,2,17
AUS,1253,ALP,2010-02-05,2019-09-01,65,8,21
AUS,1253,ALP,2010-02-05,2019-10-01,59,10,37
AUS,1253,ALP,2010-02-05,2019-11-01,38,10,27
AUS,1253,ALP,2010-02-05,2019-12-01,32,8,22
AUS,1253,ALP,2010-02-05,2020-01-01,30,7,20
AUS,1253,ALP,2010-02-05,2020-02-01,47,11,30
AUS,1253,ALP,2010-02-05,2020-03-01,40,7,31
AUS,1253,ALP,2010-02-05,2020-04-01,64,8,53
AUS,1253,ALP,2010-02-05,2020-05-01,77,24,47
AUS,1253,ALP,2010-02-05,2020-06-01,56,12,40
AUS,1253,ALP,2010-02-05,2020-07-01,72,14,50
AUS,1253,ALP,2010-02-05,2020-08-01,81,19,52
AUS,1253,ALP,2010-02-05,2020-09-01,67,11,51
AUS,1253,ALP,2010-02-05,2020-10-01,83,16,61
AUS,1253,ALP,2010-02-05,2020-11-01,78,8,59
AUS,1253,ALP,2010-02-05,2020-12-01,78,12,59
AUS,1253,ALP,2010-02-05,2021-01-01,54,10,33
AUS,1253,ALP,2010-02-05,2021-02-01,98,19,71
AUS,1253,ALP,2010-02-05,2021-03-01,127,25,79
AUS,1253,ALP,2010-02-05,2021-04-01,117,21,81
AUS,1253,ALP,2010-02-05,2021-05-01,137,17,119
AUS,1253,ALP,2010-02-05,2021-06-01,122,18,104
AUS,1253,ALP,2010-02-05,2021-07-01,126,18,108
AUS,1253,ALP,2010-02-05,2021-08-01,125,27,94
AUS,1253,ALP,2010-02-05,2021-09-01,133,16,117
AUS,1253,ALP,2010-02-05,2021-10-01,126,12,108
AUS,1253,ALP,2010-02-05,2021-11-01,124,12,90
AUS,1253,ALP,2010-02-05,2021-12-01,90,11,66
AUS,1253,ALP,2010-02-05,2022-01-01,96,14,60
AUS,1253,ALP,2010-02-05,2022-02-01,88,10,61
AUS,1253,ALP,2010-02-05,2022-03-01,142,17,109
AUS,1253,ALP,2010-02-05,2022-04-01,373,75,269
AUS,1253,ALP,2010-02-05,2022-05-01,392,49,316
AUS,1253,ALP,2010-02-05,2022-06-01,55,1,54
AUS,1253,ALP,2010-02-05,2022-07-01,101,5,93
AUS,1253,ALP,2010-02-05,2022-08-01,105,2,102
AUS,1253,ALP,2010-02-05,2022-09-01,72,4,65
AUS,1253,ALP,2010-02-05,2022-10-01,113,2,106
AUS,1253,ALP,2010-02-05,2022-11-01,109,4,97
AUS,1253,ALP,2010-02-05,2022-12-01,103,6,92
AUS,1253,ALP,2010-02-05,2023-01-01,102,6,90
AUS,1253,ALP,2010-02-05,2023-02-01,105,5,97
AUS,1253,ALP,2010-02-05,2023-03-01,145,8,120
AUS,1253,ALP,2010-02-05,2023-04-01,118,6,103
AUS,1253,ALP,2010-02-05,2023-05-01,145,8,129
AUS,1253,ALP,2010-02-05,2023-06-01,113,8,98
AUS,1253,ALP,2010-02-05,2023-07-01,113,2,102
AUS,1253,ALP,2010-02-05,2023-08-01,142,9,122
AUS,1253,ALP,2010-02-05,2023-09-01,143,20,115
AUS,1253,ALP,2010-02-05,2023-10-01,138,19,108
AUS,1253,ALP,2010-02-05,2023-11-01,89,7,76
AUS,1253,ALP,2010-02-05,2023-12-01,78,5,66
AUS,1411,LPA,2008-02-02,2008-10-01,19,0,0
AUS,1411,LPA,2008-02-02,2008-11-01,20,0,0
AUS,1411,LPA,2008-02-02,2008-12-01,15,0,0
AUS,1411,LPA,2008-02-02,2009-01-01,7,0,0
AUS,1411,LPA,2008-02-02,2009-02-01,15,0,0
AUS,1411,LPA,2008-02-02,2009-03-01,9,0,0
AUS,1411,LPA,2008-02-02,2009-04-01,16,0,0
AUS,1411,LPA,2008-02-02,2009-05-01,12,0,0
AUS,1411,LPA,2008-02-02,2009-06-01,13,0,0
AUS,1411,LPA,2008-02-02,2009-07-01,17,0,0
AUS,1411,LPA,2008-02-02,2009-08-01,28,0,0
AUS,1411,LPA,2008-02-02,2009-09-01,36,0,0
AUS,1411,LPA,2008-02-02,2009-10-01,36,0,0
AUS,1411,LPA,2008-02-02,2009-11-01,31,0,0
AUS,1411,LPA,2008-02-02,2009-12-01,27,0,0
AUS,1411,LPA,2008-02-02,2010-01-01,21,0,0
AUS,1411,LPA,2008-02-02,2010-02-01,33,0,0
AUS,1411,LPA,2008-02-02,2010-03-01,3,0,0
AUS,1411,LPA,2008-02-02,2010-04-01,7,0,0
AUS,1411,LPA,2008-02-02,2010-05-01,6,0,0
AUS,1411,LPA,2008-02-02,2010-06-01,10,0,0
AUS,1411,LPA,2008-02-02,2010-07-01,31,0,0
AUS,1411,LPA,2008-02-02,2010-08-01,40,0,0
AUS,1411,LPA,2008-02-02,2010-09-01,8,0,0
AUS,1411,LPA,2008-02-02,2010-10-01,11,0,0
AUS,1411,LPA,2008-02-02,2010-11-01,12,0,0
AUS,1411,LPA,2008-02-02,2010-12-01,4,0,0
AUS,1411,LPA,2008-02-02,2011-01-01,3,0,0
AUS,1411,LPA,2008-02-02,2011-02-01,4,0,0
AUS,1411,LPA,2008-02-02,2011-04-01,4,0,0
AUS,1411,LPA,2008-02-02,2011-05-01,12,0,0
AUS,1411,LPA,2008-02-02,2011-06-01,11,0,0
AUS,1411,LPA,2008-02-02,2011-07-01,16,0,0
AUS,1411,LPA,2008-02-02,2011-08-01,14,0,0
AUS,1411,LPA,2008-02-02,2011-09-01,14,0,0
AUS,1411,LPA,2008-02-02,2011-10-01,11,0,0
AUS,1411,LPA,2008-02-02,2011-11-01,24,0,0
AUS,1411,LPA,2008-02-02,2011-12-01,20,1,0
AUS,1411,LPA,2008-02-02,2012-01-01,20,0,0
AUS,1411,LPA,2008-02-02,2012-02-01,27,0,0
AUS,1411,LPA,2008-02-02,2012-03-01,24,0,0
AUS,1411,LPA,2008-02-02,2012-04-01,15,0,0
AUS,1411,LPA,2008-02-02,2012-05-01,16,0,2
AUS,1411,LPA,2008-02-02,2012-06-01,13,0,0
AUS,1411,LPA,2008-02-02,2012-07-01,6,0,0
AUS,1411,LPA,2008-02-02,2012-08-01,8,0,0
AUS,1411,LPA,2008-02-02,2012-09-01,7,0,0
AUS,1411,LPA,2008-02-02,2012-10-01,5,0,0
AUS,1411,LPA,2008-02-02,2012-11-01,9,0,1
AUS,1411,LPA,2008-02-02,2012-12-01,11,0,0
AUS,1411,LPA,2008-02-02,2013-01-01,8,0,0
AUS,1411,LPA,2008-02-02,2013-02-01,6,0,0
AUS,1411,LPA,2008-02-02,2013-03-01,9,0,0
AUS,1411,LPA,2008-02-02,2013-04-01,6,0,1
AUS,1411,LPA,2008-02-02,2013-05-01,9,0,4
AUS,1411,LPA,2008-02-02,2013-06-01,9,0,1
AUS,1411,LPA,2008-02-02,2013-07-01,5,0,0
AUS,1411,LPA,2008-02-02,2013-08-01,14,0,4
AUS,1411,LPA,2008-02-02,2013-09-01,7,0,4
AUS,1411,LPA,2008-02-02,2013-10-01,4,0,0
AUS,1411,LPA,2008-02-02,2013-11-01,6,0,0
AUS,1411,LPA,2008-02-02,2013-12-01,7,0,1
AUS,1411,LPA,2008-02-02,2014-01-01,4,0,3
AUS,1411,LPA,2008-02-02,2014-02-01,13,0,7
AUS,1411,LPA,2008-02-02,2014-03-01,10,0,5
AUS,1411,LPA,2008-02-02,2014-04-01,7,0,2
AUS,1411,LPA,2008-02-02,2014-05-01,7,0,3
AUS,1411,LPA,2008-02-02,2014-06-01,5,1,1
AUS,1411,LPA,2008-02-02,2014-07-01,8,2,3
AUS,1411,LPA,2008-02-02,2014-08-01,6,0,3
AUS,1411,LPA,2008-02-02,2014-09-01,11,3,2
AUS,1411,LPA,2008-02-02,2014-10-01,13,4,7
AUS,1411,LPA,2008-02-02,2014-11-01,18,6,5
AUS,1411,LPA,2008-02-02,2014-12-01,6,2,3
AUS,1411,LPA,2008-02-02,2015-01-01,3,0,1
AUS,1411,LPA,2008-02-02,2015-02-01,8,2,3
AUS,1411,LPA,2008-02-02,2015-03-01,13,1,4
AUS,1411,LPA,2008-02-02,2015-04-01,10,4,5
AUS,1411,LPA,2008-02-02,2015-05-01,44,11,32
AUS,1411,LPA,2008-02-02,2015-06-01,34,2,22
AUS,1411,LPA,2008-02-02,2015-07-01,31,3,16
AUS,1411,LPA,2008-02-02,2015-08-01,16,4,11
AUS,1411,LPA,2008-02-02,2015-09-01,22,3,15
AUS,1411,LPA,2008-02-02,2015-10-01,9,1,7
AUS,1411,LPA,2008-02-02,2015-11-01,9,2,7
AUS,1411,LPA,2008-02-02,2015-12-01,12,1,10
AUS,1411,LPA,2008-02-02,2016-01-01,7,0,6
AUS,1411,LPA,2008-02-02,2016-02-01,7,0,7
AUS,1411,LPA,2008-02-02,2016-03-01,14,4,10
AUS,1411,LPA,2008-02-02,2016-04-01,25,5,10
AUS,1411,LPA,2008-02-02,2016-05-01,78,29,31
AUS,1411,LPA,2008-02-02,2016-06-01,124,43,43
AUS,1411,LPA,2008-02-02,2016-07-01,10,2,7
AUS,1411,LPA,2008-02-02,2016-08-01,8,0,8
AUS,1411,LPA,2008-02-02,2016-09-01,8,0,8
AUS,1411,LPA,2008-02-02,2016-10-01,8,2,5
AUS,1411,LPA,2008-02-02,2016-11-01,16,4,12
AUS,1411,LPA,2008-02-02,2016-12-01,2,0,2
AUS,1411,LPA,2008-02-02,2017-01-01,8,3,5
AUS,1411,LPA,2008-02-02,2017-02-01,16,6,10
AUS,1411,LPA,2008-02-02,2017-03-01,12,6,6
AUS,1411,LPA,2008-02-02,2017-04-01,9,1,6
AUS,1411,LPA,2008-02-02,2017-05-01,26,12,11
AUS,1411,LPA,2008-02-02,2017-06-01,31,12,16
AUS,1411,LPA,2008-02-02,2017-07-01,14,6,7
AUS,1411,LPA,2008-02-02,2017-08-01,33,11,20
AUS,1411,LPA,2008-02-02,2017-09-01,25,8,17
AUS,1411,LPA,2008-02-02,2017-10-01,27,9,17
AUS,1411,LPA,2008-02-02,2017-11-01,11,5,6
AUS,1411,LPA,2008-02-02,2017-12-01,28,17,8
AUS,1411,LPA,2008-02-02,2018-01-01,15,2,10
AUS,1411,LPA,2008-02-02,2018-02-01,25,6,16
AUS,1411,LPA,2008-02-02,2018-03-01,29,7,21
AUS,1411,LPA,2008-02-02,2018-04-01,29,4,17
AUS,1411,LPA,2008-02-02,2018-05-01,40,10,27
AUS,1411,LPA,2008-02-02,2018-06-01,38,18,13
AUS,1411,LPA,2008-02-02,2018-07-01,36,10,14
AUS,1411,LPA,2008-02-02,2018-08-01,33,13,16
AUS,1411,LPA,2008-02-02,2018-09-01,44,12,23
AUS,1411,LPA,2008-02-02,2018-10-01,41,21,9
AUS,1411,LPA,2008-02-02,2018-11-01,34,8,14
AUS,1411,LPA,2008-02-02,2018-12-01,38,12,15
AUS,1411,LPA,2008-02-02,2019-01-01,57,17,19
AUS,1411,LPA,2008-02-02,2019-02-01,65,30,15
AUS,1411,LPA,2008-02-02,2019-03-01,61,25,28
AUS,1411,LPA,2008-02-02,2019-04-01,322,118,154
AUS,1411,LPA,2008-02-02,2019-05-01,422,120,262
AUS,1411,LPA,2008-02-02,2019-06-01,23,1,12
AUS,1411,LPA,2008-02-02,2019-07-01,58,14,38
AUS,1411,LPA,2008-02-02,2019-08-01,30,9,16
AUS,1411,LPA,2008-02-02,2019-09-01,51,23,27
AUS,1411,LPA,2008-02-02,2019-10-01,63,17,44
AUS,1411,LPA,2008-02-02,2019-11-01,54,15,35
AUS,1411,LPA,2008-02-02,2019-12-01,48,19,23
AUS,1411,LPA,2008-02-02,2020-01-01,63,29,29
AUS,1411,LPA,2008-02-02,2020-02-01,50,27,21
AUS,1411,LPA,2008-02-02,2020-03-01,89,51,32
AUS,1411,LPA,2008-02-02,2020-04-01,78,34,35
AUS,1411,LPA,2008-02-02,2020-05-01,73,29,40
AUS,1411,LPA,2008-02-02,2020-06-01,79,30,46
AUS,1411,LPA,2008-02-02,2020-07-01,95,42,48
AUS,1411,LPA,2008-02-02,2020-08-01,70,26,40
AUS,1411,LPA,2008-02-02,2020-09-01,95,30,63
AUS,1411,LPA,2008-02-02,2020-10-01,139,37,99
AUS,1411,LPA,2008-02-02,2020-11-01,102,22,78
AUS,1411,LPA,2008-02-02,2020-12-01,82,20,56
AUS,1411,LPA,2008-02-02,2021-01-01,85,17,55
AUS,1411,LPA,2008-02-02,2021-02-01,104,22,78
AUS,1411,LPA,2008-02-02,2021-03-01,114,23,83
AUS,1411,LPA,2008-02-02,2021-04-01,78,18,58
AUS,1411,LPA,2008-02-02,2021-05-01,126,23,101
AUS,1411,LPA,2008-02-02,2021-06-01,113,16,96
AUS,1411,LPA,2008-02-02,2021-07-01,123,25,98
AUS,1411,LPA,2008-02-02,2021-08-01,142,36,103
AUS,1411,LPA,2008-02-02,2021-09-01,137,20,115
AUS,1411,LPA,2008-02-02,2021-10-01,124,21,103
AUS,1411,LPA,2008-02-02,2021-11-01,115,17,95
AUS,1411,LPA,2008-02-02,2021-12-01,93,15,71
AUS,1411,LPA,2008-02-02,2022-01-01,80,12,61
AUS,1411,LPA,2008-02-02,2022-02-01,90,5,68
AUS,1411,LPA,2008-02-02,2022-03-01,128,17,108
AUS,1411,LPA,2008-02-02,2022-04-01,378,59,282
AUS,1411,LPA,2008-02-02,2022-05-01,450,59,336
AUS,1411,LPA,2008-02-02,2022-06-01,19,3,13
AUS,1411,LPA,2008-02-02,2022-07-01,23,1,17
AUS,1411,LPA,2008-02-02,2022-08-01,36,2,22
AUS,1411,LPA,2008-02-02,2022-09-01,31,1,25
AUS,1411,LPA,2008-02-02,2022-10-01,57,3,43
AUS,1411,LPA,2008-02-02,2022-11-01,26,2,15
AUS,1411,LPA,2008-02-02,2022-12-01,19,2,10
AUS,1411,LPA,2008-02-02,2023-01-01,30,1,25
AUS,1411,LPA,2008-02-02,2023-02-01,36,0,29
AUS,1411,LPA,2008-02-02,2023-03-01,24,2,20
AUS,1411,LPA,2008-02-02,2023-04-01,32,1,24
AUS,1411,LPA,2008-02-02,2023-05-01,50,4,40
AUS,1411,LPA,2008-02-02,2023-06-01,32,2,28
AUS,1411,LPA,2008-02-02,2023-07-01,38,1,34
AUS,1411,LPA,2008-02-02,2023-08-01,73,5,64
AUS,1411,LPA,2008-02-02,2023-09-01,107,13,84
AUS,1411,LPA,2008-02-02,2023-10-01,92,9,78
AUS,1411,LPA,2008-02-02,2023-11-01,106,14,88
AUS,1411,LPA,2008-02-02,2023-12-01,49,7,41
AUS,154,LNPQ,2011-03-31,2011-04-01,5,0,0
AUS,154,LNPQ,2011-03-31,2011-05-01,13,0,0
AUS,154,LNPQ,2011-03-31,2011-06-01,6,0,0
AUS,154,LNPQ,2011-03-31,2011-07-01,33,0,0
AUS,154,LNPQ,2011-03-31,2011-08-01,57,0,0
AUS,154,LNPQ,2011-03-31,2011-09-01,16,0,0
AUS,154,LNPQ,2011-03-31,2011-10-01,16,0,0
AUS,154,LNPQ,2011-03-31,2011-11-01,17,0,0
AUS,154,LNPQ,2011-03-31,2011-12-01,9,0,0
AUS,154,LNPQ,2011-03-31,2012-01-01,24,0,1
AUS,154,LNPQ,2011-03-31,2012-02-01,19,0,0
AUS,154,LNPQ,2011-03-31,2012-03-01,19,0,0
AUS,154,LNPQ,2011-03-31,2012-04-01,2,0,1
AUS,154,LNPQ,2011-03-31,2012-05-01,6,0,0
AUS,154,LNPQ,2011-03-31,2012-06-01,1,0,0
AUS,154,LNPQ,2011-03-31,2012-07-01,10,0,0
AUS,154,LNPQ,2011-03-31,2012-09-01,5,0,0
AUS,154,LNPQ,2011-03-31,2012-10-01,1,0,0
AUS,154,LNPQ,2011-03-31,2012-11-01,5,0,0
AUS,154,LNPQ,2011-03-31,2013-01-01,4,0,0
AUS,154,LNPQ,2011-03-31,2013-02-01,2,0,0
AUS,154,LNPQ,2011-03-31,2013-05-01,1,0,0
AUS,154,LNPQ,2011-03-31,2013-06-01,2,0,0
AUS,154,LNPQ,2011-03-31,2013-07-01,2,0,0
AUS,154,LNPQ,2011-03-31,2013-08-01,103,0,20
AUS,154,LNPQ,2011-03-31,2013-09-01,40,0,15
AUS,154,LNPQ,2011-03-31,2013-10-01,5,0,0
AUS,154,LNPQ,2011-03-31,2013-11-01,7,0,2
AUS,154,LNPQ,2011-03-31,2013-12-01,10,0,2
AUS,154,LNPQ,2011-03-31,2014-01-01,8,0,6
AUS,154,LNPQ,2011-03-31,2014-02-01,12,0,8
AUS,154,LNPQ,2011-03-31,2014-03-01,20,0,9
AUS,154,LNPQ,2011-03-31,2014-04-01,12,0,5
AUS,154,LNPQ,2011-03-31,2014-05-01,21,0,11
AUS,154,LNPQ,2011-03-31,2014-06-01,20,1,12
AUS,154,LNPQ,2011-03-31,2014-07-01,20,2,10
AUS,154,LNPQ,2011-03-31,2014-08-01,24,0,11
AUS,154,LNPQ,2011-03-31,2014-09-01,15,1,6
AUS,154,LNPQ,2011-03-31,2014-10-01,15,2,3
AUS,154,LNPQ,2011-03-31,2014-11-01,2,0,1
AUS,154,LNPQ,2011-03-31,2014-12-01,15,4,1
AUS,154,LNPQ,2011-03-31,2015-01-01,31,12,2
AUS,154,LNPQ,2011-03-31,2015-02-01,1,0,0
AUS,154,LNPQ,2011-03-31,2015-03-01,3,1,0
AUS,154,LNPQ,2011-03-31,2015-04-01,4,3,1
AUS,154,LNPQ,2011-03-31,2015-05-01,18,7,10
AUS,154,LNPQ,2011-03-31,2015-06-01,8,4,1
AUS,154,LNPQ,2011-03-31,2015-07-01,9,0,5
AUS,154,LNPQ,2011-03-31,2015-08-01,11,7,2
AUS,154,LNPQ,2011-03-31,2015-09-01,5,4,0
AUS,154,LNPQ,2011-03-31,2015-10-01,6,2,4
AUS,154,LNPQ,2011-03-31,2015-11-01,16,7,7
AUS,154,LNPQ,2011-03-31,2015-12-01,6,3,2
AUS,154,LNPQ,2011-03-31,2016-02-01,5,2,3
AUS,154,LNPQ,2011-03-31,2016-03-01,8,2,4
AUS,154,LNPQ,2011-03-31,2016-04-01,13,3,7
AUS,154,LNPQ,2011-03-31,2016-05-01,32,15,12
AUS,154,LNPQ,2011-03-31,2016-06-01,70,25,27
AUS,154,LNPQ,2011-03-31,2016-07-01,4,0,3
AUS,154,LNPQ,2011-03-31,2016-08-01,6,4,2
AUS,154,LNPQ,2011-03-31,2016-09-01,3,0,0
AUS,154,LNPQ,2011-03-31,2016-10-01,10,3,2
AUS,154,LNPQ,2011-03-31,2016-11-01,27,0,24
AUS,154,LNPQ,2011-03-31,2016-12-01,6,0,5
AUS,154,LNPQ,2011-03-31,2017-01-01,7,2,3
AUS,154,LNPQ,2011-03-31,2017-02-01,7,3,4
AUS,154,LNPQ,2011-03-31,2017-03-01,19,8,9
AUS,154,LNPQ,2011-03-31,2017-04-01,23,11,10
AUS,154,LNPQ,2011-03-31,2017-05-01,33,15,16
AUS,154,LNPQ,2011-03-31,2017-06-01,28,19,4
AUS,154,LNPQ,2011-03-31,2017-07-01,27,18,5
AUS,154,LNPQ,2011-03-31,2017-08-01,26,15,8
AUS,154,LNPQ,2011-03-31,2017-09-01,20,9,8
AUS,154,LNPQ,2011-03-31,2017-10-01,30,12,12
AUS,154,LNPQ,2011-03-31,2017-11-01,71,49,16
AUS,154,LNPQ,2011-03-31,2017-12-01,11,5,4
AUS,154,LNPQ,2011-03-31,2018-01-01,23,7,5
AUS,154,LNPQ,2011-03-31,2018-02-01,18,11,5
AUS,154,LNPQ,2011-03-31,2018-03-01,25,14,7
AUS,154,LNPQ,2011-03-31,2018-04-01,22,12,8
AUS,154,LNPQ,2011-03-31,2018-05-01,19,10,7
AUS,154,LNPQ,2011-03-31,2018-06-01,27,15,10
AUS,154,LNPQ,2011-03-31,2018-07-01,33,18,11
AUS,154,LNPQ,2011-03-31,2018-08-01,14,2,10
AUS,154,LNPQ,2011-03-31,2018-09-01,10,4,5
AUS,154,LNPQ,2011-03-31,2018-10-01,19,12,7
AUS,154,LNPQ,2011-03-31,2018-11-01,25,15,7
AUS,154,LNPQ,2011-03-31,2018-12-01,21,5,13
AUS,154,LNPQ,2011-03-31,2019-01-01,20,7,10
AUS,154,LNPQ,2011-03-31,2019-02-01,24,11,13
AUS,154,LNPQ,2011-03-31,2019-03-01,25,11,12
AUS,154,LNPQ,2011-03-31,2019-04-01,72,34,34
AUS,154,LNPQ,2011-03-31,2019-05-01,80,30,49
AUS,154,LNPQ,2011-03-31,2019-06-01,16,2,14
AUS,154,LNPQ,2011-03-31,2019-07-01,20,7,11
AUS,154,LNPQ,2011-03-31,2019-08-01,19,8,10
AUS,154,LNPQ,2011-03-31,2019-09-01,56,19,33
